"State","County","Worst.Crime.Display","Crime.Category","Year.of.Crime","Year.of.1st.Conviction"
"Pennsylvania","Philadelphia","Weapon Possession or Sale","Misdemeanor",2015,2016
"Missouri","St. Louis City","Murder","Misconduct",2011,2016
"Georgia","Douglas","Theft","Misdemeanor",2002,2005
"New Mexico","Bernalillo","Child Sex Abuse","Misconduct",2002,2003
"Illinois","Champaign","Murder","Misconduct",1997,1998
"Ohio","Hamilton","Manslaughter","Misconduct",2008,2009
"California","Los Angeles","Weapon Possession or Sale","Misdemeanor",1997,1998
"Indiana","Elkhart","Murder","Misconduct",2002,2005
"Oregon","Polk","Murder","Misconduct",1998,2000
"Georgia","Chatham","Manslaughter","Misconduct",2013,2015
"New York","Queens","Assault","Misconduct",2007,2009
"New York","Queens","Sexual Assault","Misconduct",2006,2008
"Michigan","Otsego","Accessory to Murder","Misconduct",1986,1988
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2009,2009
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2005,2005
"Texas","Bexar","Drug Possession or Sale","Misdemeanor",2008,2009
"Texas","Bexar","Drug Possession or Sale","Misdemeanor",2017,2018
"New York","Queens","Murder","Misconduct",2013,2017
"New York","Erie","Sexual Assault","Misconduct",1984,1987
"Texas","Williamson","Drug Possession or Sale","Misdemeanor",2013,2013
"Florida","Broward","Murder","Misconduct",1983,1984
"New York","Queens","Robbery","Misconduct",1994,1996
"New York","Queens","Robbery","Misconduct",1994,1999
"Fed-CT",NA,"Tax Evasion/Fraud","Nonviolent felony",1996,2000
"Maine","Kennebec","Child Sex Abuse","Misconduct",2008,2012
"Oregon","Multnomah","Other Nonviolent Felony","Nonviolent felony",2014,2014
"Illinois","Lake","Sexual Assault","Misconduct",1991,1992
"New York","Orange","Manslaughter","Misconduct",2013,2016
"Connecticut","New Haven","Murder","Misconduct",1994,1995
"North Carolina","Pitt","Robbery","Misconduct",1993,1994
"California","Orange","Robbery","Misconduct",1998,1998
"Missouri","Jackson","Murder","Misconduct",2003,2005
"Texas","Wharton","Drug Possession or Sale","Misdemeanor",2013,2014
"Pennsylvania","Allegheny","Murder","Misconduct",1993,2007
"Fed-TX","(Northern)","Fraud","Nonviolent felony",1987,1995
"Puerto Rico","Aguadilla","Murder","Misconduct",1988,1994
"Oklahoma","Tulsa","Murder","Misconduct",1994,1995
"Kentucky","Jefferson","Manslaughter","Misconduct",2005,2008
"Georgia","Fulton","Murder","Misconduct",1993,1994
"California","Los Angeles","Drug Possession or Sale","Misdemeanor",1997,1998
"New York","Bronx","Sexual Assault","Misconduct",2013,2015
"California","Los Angeles","Drug Possession or Sale","Misdemeanor",1998,1998
"California","Los Angeles","Murder","Misconduct",1991,1992
"Illinois","Williamson","Child Sex Abuse","Misconduct",2007,2013
"Michigan","Wayne","Sexual Assault","Misconduct",1974,1975
"Virginia","Norfolk City","Murder","Misconduct",1989,1990
"Michigan","Kent","Child Sex Abuse","Misconduct",1991,1992
"Pennsylvania","Philadelphia","Murder","Misconduct",1986,1988
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2006
"Washington","Pierce","Sexual Assault","Misconduct",2004,2007
"Florida","Manatee","Assault","Misconduct",1989,1990
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2007
"Virginia","Loudoun","Assault","Misconduct",1987,1988
"North Carolina","Gaston","Murder","Misconduct",2008,2011
"Michigan","Kalamazoo","Child Sex Abuse","Misconduct",2014,2015
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2015,2015
"Illinois","McHenry","Murder","Misconduct",2002,2013
"Massachusetts","Berkshire","Murder","Misconduct",1984,1987
"Georgia","Paulding","Murder","Misconduct",2011,2013
"Florida","Hillsborough","Murder","Misconduct",1997,1998
"Michigan","Wayne","Robbery","Misconduct",2016,2017
"New Jersey","Camden","Weapon Possession or Sale","Misdemeanor",2007,2008
"Texas","Bexar","Arson","Misconduct",1984,1985
"Illinois","Cook","Murder","Misconduct",1988,1991
"Texas","Cameron","Attempted Murder","Misconduct",1993,1994
"California","San Diego","Weapon Possession or Sale","Misdemeanor",2012,2013
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"Louisiana","St. Bernard","Robbery","Misconduct",2009,2012
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2015,2015
"Texas","Dallas","Assault","Misconduct",1995,1997
"Illinois","Cook","Murder","Misconduct",1992,1992
"Fed-IL","(Central)","Fraud","Nonviolent felony",1989,1994
"Michigan","St. Clair","Child Abuse","Misconduct",2004,2005
"Ohio","Sandusky","Child Sex Abuse","Misconduct",1989,1991
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2011,2012
"Fed-LA","(Eastern)","Conspiracy","Nonviolent felony",2005,2006
"California","Solano","Child Sex Abuse","Misconduct",1997,1998
"Pennsylvania","Berks","Child Sex Abuse","Misconduct",2003,2005
"Pennsylvania","Berks","Child Sex Abuse","Misconduct",2001,2004
"Fed-CA","Northern","Weapon Possession or Sale","Misdemeanor",2015,2016
"New York","Westchester","Sexual Assault","Misconduct",1986,1987
"Massachusetts","Suffolk","Manslaughter","Misconduct",2008,2009
"Massachusetts","Norfolk","Murder","Misconduct",1978,1979
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2008
"California","Los Angeles","Murder","Misconduct",1973,1975
"Michigan","Wayne","Drug Possession or Sale","Misdemeanor",2011,2012
"Kentucky","Jefferson","Manslaughter","Misconduct",1993,1995
"Texas","Dallas","Murder","Misconduct",1987,1987
"New Jersey","Union","Sexual Assault","Misconduct",2002,2003
"Virginia","Augusta","Child Sex Abuse","Misconduct",2008,2008
"North Carolina","Catawba","Murder","Misconduct",1992,1994
"Georgia","Haralson","Murder","Misconduct",2006,2007
"Louisiana","St. Tammany","Sexual Assault","Misconduct",1979,1980
"Oregon","Columbia","Other Nonviolent Felony","Nonviolent felony",2022,2022
"Louisiana","Terrebonne","Sexual Assault","Misconduct",1981,1982
"New York","Queens","Manslaughter","Misconduct",1993,1993
"Massachusetts","Suffolk","Sexual Assault","Misconduct",1980,1984
"New York","Kings","Murder","Misconduct",1997,1997
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2009,2009
"Illinois","Cook","Sexual Assault","Misconduct",2002,2004
"Texas","Dallas","Sexual Assault","Misconduct",1981,1981
"Illinois","Winnebago","Murder","Misconduct",1989,1990
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"California","Los Angeles","Weapon Possession or Sale","Misdemeanor",1996,1996
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"North Carolina","New Hanover","Assault","Misconduct",1971,1972
"California","San Mateo","Child Sex Abuse","Misconduct",2004,2006
"Oklahoma","Bryan","Child Sex Abuse","Misconduct",2002,2004
"Ohio","Montgomery","Sex Offender Registration","Nonviolent felony",2009,2009
"Maryland","Baltimore City","Murder","Misconduct",1983,1984
"California","Alameda","Attempt, Violent","Misconduct",1995,1995
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2008,2008
"Massachusetts","Plymouth","Assault","Misconduct",2006,2006
"Texas","Collin","Robbery","Misconduct",2002,2004
"New York","New York","Bribery","Nonviolent felony",2016,2019
"Massachusetts","Plymouth","Murder","Misconduct",2003,2011
"New Hampshire","Rockingham","Sexual Assault","Misconduct",2003,2004
"Michigan","Genesee","Murder","Misconduct",2007,2009
"Washington","Spokane","Child Sex Abuse","Misconduct",1991,1995
"Georgia","Columbia","Murder","Misconduct",2003,2005
"New York","Queens","Murder","Misconduct",2014,2018
"Washington","Grays Harbor","Sex Offender Registration","Nonviolent felony",2011,2011
"Massachusetts","Worcester","Murder","Misconduct",1979,1984
"California","San Francisco","Murder","Misconduct",1990,1991
"New York","Bronx","Murder","Misconduct",1997,1999
"Michigan","Wayne","Murder","Misconduct",2005,2005
"North Carolina","Avery","Murder","Misconduct",1981,1996
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2008,2008
"Georgia","Floyd","Murder","Misconduct",1996,1998
"Nevada","Clark","Drug Possession or Sale","Misdemeanor",2010,2012
"Iowa","Johnson","Child Sex Abuse","Misconduct",2004,2010
"Michigan","Wayne","Murder","Misconduct",2002,2003
"Kentucky","Meade","Murder","Misconduct",1992,1995
"Louisiana","Jefferson","Robbery","Misconduct",2001,2003
"Washington","King","Sexual Assault","Misconduct",1998,1998
"Georgia","Cobb","Sexual Assault","Misconduct",1981,1982
"Texas","Bowie","Child Sex Abuse","Misconduct",1997,1998
"Massachusetts","Suffolk","Murder","Misconduct",1979,1981
"Michigan","Wayne","Child Sex Abuse","Misconduct",1997,2017
"Missouri","St. Louis","Murder","Misconduct",1986,1988
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2007
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2006
"Michigan","Macomb","Child Sex Abuse","Misconduct",1986,1989
"Fed-LA","(Western)","Drug Possession or Sale","Misdemeanor",1992,1994
"Missouri","Cole","Murder","Misconduct",1985,1987
"Illinois","Cook","Murder","Misconduct",1995,1996
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2012,2012
"Florida","Broward","Murder","Misconduct",1981,1983
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2013,2013
"Louisiana","Calcasieu","Sexual Assault","Misconduct",1995,1997
"Virginia","Stafford","Sexual Assault","Misconduct",2007,2007
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2009,2009
"Florida","Hillsborough","Manslaughter","Misconduct",1996,1997
"California","Los Angeles","Murder","Misconduct",1994,1995
"Texas","Lubbock","Sexual Assault","Misconduct",1985,1986
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2003,2005
"Illinois","Peoria","Sexual Assault","Misconduct",1994,1995
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2006
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2003,2004
"California","Los Angeles","Murder","Misconduct",2003,2006
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2006,2006
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2008,2008
"Illinois","Cook","Murder","Misconduct",1994,1997
"California","Ventura","Murder","Misconduct",1978,1980
"Ohio","Cuyahoga","Child Sex Abuse","Misconduct",1988,1999
"New York","Kings","Murder","Misconduct",1994,1995
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2017,2017
"Fed-LA","(Western)","Drug Possession or Sale","Misdemeanor",2001,2006
"Fed-LA","(Western)","Drug Possession or Sale","Misdemeanor",2001,2006
"New York","New York","Murder","Misconduct",1989,1993
"Illinois","Cook","Murder","Misconduct",1991,1993
"Illinois","Cook","Murder","Misconduct",2011,2017
"Connecticut","New Haven","Murder","Misconduct",1987,1991
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2004
"Nevada","Washoe","Possession of Stolen Property","Misdemeanor",2003,2004
"Texas","Angelina","Robbery","Misconduct",1962,1966
"California","San Francisco","Murder","Misconduct",1989,1994
"Ohio","Perry","Manslaughter","Misconduct",1996,2003
"Massachusetts","Suffolk","Perjury","Nonviolent felony",1995,1998
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2004
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2007
"Pennsylvania","Philadelphia","Murder","Misconduct",1978,1980
"New York","Kings","Kidnapping","Misconduct",1992,1993
"Texas","Lubbock","Weapon Possession or Sale","Misdemeanor",2006,2007
"Virginia","Fairfax","Robbery","Misconduct",2009,2010
"California","Los Angeles","Attempted Murder","Misconduct",1996,1997
"Alabama","Jefferson","Sexual Assault","Misconduct",1992,1993
"Kansas","Wyandotte","Murder","Misconduct",2008,2009
"Oklahoma","Tulsa","Child Sex Abuse","Misconduct",1993,1995
"New York","Kings","Murder","Misconduct",1992,1993
"Indiana","Elkhart","Robbery","Misconduct",1996,1997
"Texas","Swisher","Drug Possession or Sale","Misdemeanor",1999,2000
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2002,2004
"Virginia","Chesapeake City","Weapon Possession or Sale","Misdemeanor",2006,2007
"Fed-NY","(Northern)","Fraud","Nonviolent felony",2007,2010
"California","Napa","Child Sex Abuse","Misconduct",2010,2012
"Wisconsin","Sawyer","Traffic Offense","Nonviolent felony",2007,2011
"Michigan","Wayne","Attempted Murder","Misconduct",2014,2015
"Florida","Palm Beach","Murder","Misconduct",2001,2002
"Fed-MA",NA,"Arson","Misconduct",1996,2002
"Massachusetts","Plymouth","Other Violent Felony","Misconduct",2011,2014
"California","Los Angeles","Drug Possession or Sale","Misdemeanor",1998,1998
"Pennsylvania","Philadelphia","Murder","Misconduct",2011,2012
"Massachusetts","Worcester","Assault","Misconduct",2000,2002
"New York","Bronx","Murder","Misconduct",1995,1997
"New York","Bronx","Murder","Misconduct",1995,1997
"Texas","Harris","Robbery","Misconduct",1997,1997
"New Jersey","Camden","Drug Possession or Sale","Misdemeanor",2007,2008
"Michigan","Wayne","Murder","Misconduct",2001,2001
"North Carolina","Alamance","Sexual Assault","Misconduct",1984,1985
"Pennsylvania","Philadelphia","Murder","Misconduct",1989,1992
"Oklahoma","Kingfisher","Child Sex Abuse","Misconduct",2000,2000
"Florida","Duval","Child Abuse","Misconduct",2009,2011
"New York","New York","Sexual Assault","Misconduct",1991,1992
"Rhode Island","Providence","Robbery","Misconduct",1980,1981
"Oklahoma","Tulsa","Robbery","Misconduct",1995,1996
"California","San Diego","Sexual Assault","Misconduct",2004,2006
"Louisiana","Orleans","Murder","Misconduct",1995,1996
"Ohio","Lorain","Child Sex Abuse","Misconduct",1993,1996
"Massachusetts","Suffolk","Attempted Murder","Misconduct",1997,1998
"Virginia","Richmond City","Murder","Misconduct",1990,1991
"California","San Diego","Drug Possession or Sale","Misdemeanor",1999,1999
"California","Kern","Child Sex Abuse","Misconduct",1983,1985
"Iowa","Woodbury","Child Sex Abuse","Misconduct",1996,1997
"California","Kern","Child Sex Abuse","Misconduct",1983,1985
"California","Butte","Child Sex Abuse","Misconduct",1991,1991
"Massachusetts","Worcester","Assault","Misconduct",2005,2005
"Maryland","Howard","Child Sex Abuse","Misconduct",1985,1987
"Michigan","Wayne","Manslaughter","Misconduct",1997,2002
"Illinois","Cook","Weapon Possession or Sale","Misdemeanor",2014,2016
"Nevada","Clark","Child Sex Abuse","Misconduct",1989,1990
"Oklahoma","Oklahoma","Stalking","Violent felony",2002,2003
"Louisiana","Caddo","Murder","Misconduct",2012,2013
"Pennsylvania","Dauphin","Murder","Misconduct",1970,1974
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2004
"South Carolina","Orangeburg","Murder","Misconduct",1998,2001
"New York","Schenectady","Sexual Assault","Misconduct",2010,2010
"Texas","Montgomery","Sexual Assault","Misconduct",1986,1990
"Michigan","Macomb","Sexual Assault","Misconduct",1990,1991
"Virginia","Newport News City","Sexual Assault","Misconduct",1988,1988
"Illinois","Cook","Murder","Misconduct",1989,1992
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"New Jersey","Middlesex","Sexual Assault","Misconduct",1992,1994
"Montana","Missoula","Child Sex Abuse","Misconduct",1993,1996
"New York","Kings","Assault","Misconduct",1988,1989
"Pennsylvania","Philadelphia","Murder","Misconduct",1984,1988
"Florida","Hillsborough","Sexual Assault","Misconduct",1981,1982
"California","Siskiyou","Murder","Misconduct",1978,1979
"California","Siskiyou","Murder","Misconduct",1978,1979
"Virginia","Dickenson","Obstruction of Justice","Nonviolent felony",2014,2015
"California","Santa Barbara","Murder","Misconduct",1997,1997
"New York","Kings","Drug Possession or Sale","Misdemeanor",2005,2007
"Illinois","Cook","Murder","Misconduct",1993,1996
"Arizona","Maricopa","Murder","Misconduct",1980,1981
"Illinois","DuPage","Murder","Misconduct",1983,1985
"Idaho","Jerome","Traffic Offense","Nonviolent felony",2014,2014
"Georgia","Whitfield","Child Sex Abuse","Misconduct",1997,1997
"California","Los Angeles","Robbery","Misconduct",2003,2003
"Ohio","Stark","Robbery","Misconduct",2018,2018
"Virginia","Hampton","Assault","Misconduct",1996,1997
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2007
"Virginia","Newport News City","Sexual Assault","Misconduct",1979,1981
"Washington","Chelan","Child Sex Abuse","Misconduct",1994,1994
"Texas","Cherokee","Sex Offender Registration","Nonviolent felony",2014,2014
"Washington","Chelan","Child Sex Abuse","Misconduct",1994,1994
"Florida","Broward","Robbery","Misconduct",2003,2004
"Louisiana","Orleans","Murder","Misconduct",2005,2007
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2007,2007
"Fed-SD",NA,"Sexual Assault","Misconduct",2001,2002
"Michigan","Wayne","Sexual Assault","Misconduct",1990,1990
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2013,2013
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2005,2005
"Fed-ND",NA,"Threats","Violent felony",2006,2007
"Massachusetts","Berkshire","Sexual Assault","Misconduct",2008,2010
"Michigan","Dickinson","Child Sex Abuse","Misconduct",2002,2005
"New York","Westchester","Sexual Assault","Misconduct",1982,1984
"Pennsylvania","Philadelphia","Murder","Misconduct",1980,1984
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2007,2007
"North Carolina","Wayne","Child Sex Abuse","Misconduct",1987,1989
"Wisconsin","Langlade","Child Sex Abuse","Misconduct",1997,1998
"Michigan","Berrien","Drug Possession or Sale","Misdemeanor",2005,2006
"Florida","Broward","Murder","Misconduct",1986,1991
"Ohio","Cuyahoga","Murder","Misconduct",1988,1989
"District of Columbia",NA,"Murder","Misconduct",1974,1975
"Alabama","Montgomery","Murder","Misconduct",1994,1996
"Delaware","New Castle","Child Sex Abuse","Misconduct",1980,1980
